dataset,modality,context,risk_level,injector,targets_subdimension,is_target,dose,realized_dose,seed,dimension,subdimension,pretraining_score,n_records,n_flagged,threshold,exceeds_threshold,detector,units
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.05,0.05,2,physical_safety,outcome_severity_exposure,0.15157232704402515,3180,482,0.1,True,outcome column base rate,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.1,0.1,2,content_safety,label_integrity,0.23201032697518537,3180,464,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,True,0.1,0.1,2,content_safety,representation_imbalance,0.21870241641840446,3180,3180,0.1,True,empirical sub-group distribution vs reference,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.1,0.1,2,physical_safety,measurement_range_violation,0.10377358490566038,3180,330,0.01,True,declared physical plausibility ranges,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.1,0.1,2,physical_safety,safety_critical_edge_case_coverage,0.24666666666666667,3180,92,0.1,True,stratum support vs declared minimum,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.1,0.1,2,physical_safety,outcome_severity_exposure,0.15125786163522012,3180,481,0.1,True,outcome column base rate,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.2,0.2,2,content_safety,label_integrity,0.2311957510377961,3180,461,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,True,0.2,0.2,2,content_safety,representation_imbalance,0.21996027805362459,3180,3180,0.1,True,empirical sub-group distribution vs reference,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.2,0.2,2,physical_safety,measurement_range_violation,0.10377358490566038,3180,330,0.01,True,declared physical plausibility ranges,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.2,0.2,2,physical_safety,safety_critical_edge_case_coverage,0.24666666666666667,3180,92,0.1,True,stratum support vs declared minimum,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.2,0.2,2,physical_safety,outcome_severity_exposure,0.15062893081761006,3180,479,0.1,True,outcome column base rate,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.3,0.3,2,content_safety,label_integrity,0.23237783171311954,3180,465,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,True,0.3,0.3,2,content_safety,representation_imbalance,0.2212181396888447,3180,3180,0.1,True,empirical sub-group distribution vs reference,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.3,0.3,2,physical_safety,measurement_range_violation,0.10345911949685535,3180,329,0.01,True,declared physical plausibility ranges,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.3,0.3,2,physical_safety,safety_critical_edge_case_coverage,0.24500000000000002,3180,93,0.1,True,stratum support vs declared minimum,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.3,0.3,2,physical_safety,outcome_severity_exposure,0.15157232704402515,3180,482,0.1,True,outcome column base rate,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.4,0.4,2,content_safety,label_integrity,0.23169999950023618,3180,475,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,True,0.4,0.4,2,content_safety,representation_imbalance,0.22247600132406484,3180,3180,0.1,True,empirical sub-group distribution vs reference,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.4,0.4,2,physical_safety,measurement_range_violation,0.10345911949685535,3180,329,0.01,True,declared physical plausibility ranges,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.4,0.4,2,physical_safety,safety_critical_edge_case_coverage,0.24666666666666667,3180,92,0.1,True,stratum support vs declared minimum,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.4,0.4,2,physical_safety,outcome_severity_exposure,0.15062893081761006,3180,479,0.1,True,outcome column base rate,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.0,0.0,3,content_safety,label_integrity,0.23258911074030605,3180,473,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,True,0.0,0.0,3,content_safety,representation_imbalance,0.2228401191658391,3180,3180,0.1,True,empirical sub-group distribution vs reference,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.0,0.0,3,physical_safety,measurement_range_violation,0.10377358490566038,3180,330,0.01,True,declared physical plausibility ranges,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.0,0.0,3,physical_safety,safety_critical_edge_case_coverage,0.24666666666666667,3180,204,0.1,True,stratum support vs declared minimum,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.0,0.0,3,physical_safety,outcome_severity_exposure,0.15188679245283018,3180,483,0.1,True,outcome column base rate,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.03,0.024390243902439025,3,content_safety,label_integrity,0.23285437400377126,3180,470,0.05,True,out-of-fold logistic regression (confident-learning style),fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,True,0.03,0.024390243902439025,3,content_safety,representation_imbalance,0.22315458457464413,3180,3180,0.1,True,empirical sub-group distribution vs reference,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.03,0.024390243902439025,3,physical_safety,measurement_range_violation,0.10377358490566038,3180,330,0.01,True,declared physical plausibility ranges,fraction
framingham,tabular,health,high,subgroup_dropout,representation_imbalance,False,0.03,0.024390243902439025,3,physical_safety,safety_critical_edge_case_coverage,0.24666666666666667,3180,204,0.1,True,stratum support vs declared minimum,fraction
