dataset,modality,context,injector,targets_subdimension,dimension,dose,realized_dose,seed,model,n_train,n_test,units,downstream_auc,downstream_ece,downstream_brier,evaluator,worst_subgroup_auc,subgroup_auc_gap,n_subgroups_scored
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.4,0.4,3,xgboost,750,250,fraction,0.5632761904761905,0.1925813013762236,0.27051013836145477,clean held-out test set (no pre-training detector reused),0.5175983436853002,0.11638858441927502,2.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.0,0.0,4,logreg,750,250,fraction,0.7735619047619049,0.0512879745803525,0.17246571957988965,clean held-out test set (no pre-training detector reused),0.7747641509433962,0.010950134770889575,2.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.0,0.0,4,xgboost,750,250,fraction,0.7880380952380952,0.08629479375295342,0.17108031341340013,clean held-out test set (no pre-training detector reused),0.7983490566037735,0.0781390386343217,2.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.03,0.029333333333333333,4,logreg,750,250,fraction,0.7730285714285715,0.06432453559853304,0.17171115496664044,clean held-out test set (no pre-training detector reused),0.7747641509433962,0.012438230008984696,2.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.03,0.029333333333333333,4,xgboost,750,250,fraction,0.7630476190476191,0.09339993556030096,0.18211937245157275,clean held-out test set (no pre-training detector reused),0.7393867924528302,0.1237084456424079,2.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.05,0.050666666666666665,4,logreg,750,250,fraction,0.7490285714285714,0.03578684760419574,0.17878645898872816,clean held-out test set (no pre-training detector reused),0.7511792452830188,0.013701707097933502,2.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.05,0.050666666666666665,4,xgboost,750,250,fraction,0.7662476190476191,0.07944379881024362,0.17807632774361198,clean held-out test set (no pre-training detector reused),0.7558962264150944,0.09975853548966751,2.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.1,0.1,4,logreg,750,250,fraction,0.772952380952381,0.07528888624276285,0.17417967752419178,clean held-out test set (no pre-training detector reused),0.7983490566037736,0.0037342767295597268,2.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.1,0.1,4,xgboost,750,250,fraction,0.748647619047619,0.10118988821003586,0.18430167385148025,clean held-out test set (no pre-training detector reused),0.7782738095238095,2.807726864328952e-05,2.0
german_credit,tabular,loan_finance,label_flip,label_integrity,content_safety,0.2,0.2,4,logreg,750,250,fraction,0.7616761904761905,0.10411275484777954,0.1845816014461105,clean held-out test set (no pre-training detector reused),0.7857142857142857,0.05272911051212936,2.0
